-999999.0,-23.795938791909858,-23.404849159222792,-23.618202639543306,-34.53621356053422,-21.314379233263573,-34.332720555033276,-25.328232682224662,-9.678503199605618,-89.92364798804822
-125.24178311531504,-999999.0,-2.96576088120911,-10.004219722405912,-3.0977712509279374,-24.173804431221,-25.508554174272163,-31.330265487833472,-57.10179321760643,-4.942966337782923
-120.71974829493861,-2.906445663584928,-999999.0,-6.752451134118035,-6.811776761385632,-20.646311389712174,-20.340313980317088,-31.012688921905596,-55.712988401341505,-13.10860851532536
-104.41731693271777,-8.403544566820965,-5.787815257815459,-999999.0,-14.398501700848787,-12.549931910616381,-9.143912751619226,-28.889129991491345,-49.412703443799245,-33.34555753767695
-134.509463341028,-2.2923507256866738,-5.143586534107518,-12.684394355509644,-999999.0,-27.682492107085697,-30.082031997686645,-34.80128384406095,-61.42085564706334,-5.32065752797854
-72.91761316642801,-15.71297288029365,-13.693982044196849,-9.711256835596009,-24.315702526494192,-999999.0,-7.799004722309664,-26.795272557950963,-36.906033158004824,-60.33965404464148
-90.34926461850861,-12.754277087136082,-10.377711214447494,-5.442805209297158,-20.32569729573422,-5.999234401776664,-999999.0,-28.804333566559578,-44.27949133510404,-49.273594834821736
-57.32178975450845,-13.472014159768394,-13.607608404509598,-14.788483209930094,-20.2223676391165,-17.726103384490635,-24.771726867241238,-999999.0,-21.05629788416055,-52.92155207722459
-18.847611493968838,-21.12766349051438,-21.03449562091465,-21.76511937405443,-30.71042782353167,-21.00804964378736,-32.766823587976994,-18.11820980730094,-999999.0,-80.34092253330343
-132.51906019291317,-1.3840305745792185,-3.7453167186643883,-11.115185845892317,-2.0132217673432313,-25.992466357691715,-27.593213107500173,-34.460545538657875,-60.79853597114854,-999999.0
